Age32-40, State-gov, Bachelors,EduNum13, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Federal-gov, Some-college,EduNum10, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Self-emp-not-inc, Some-college,EduNum10, Married-civ-spouse, Other-service, Wife, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour21-35, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Divorced, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Self-emp-not-inc, Prof-school,EduNum15, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, Some-college,EduNum10, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Local-gov, HS-grad,EduNum9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour21-35, United-States, >50K
Age41-50, Private, Some-college,EduNum10, Divorced, Other-service, Not-in-family, White, Female,Hour36-50, United-States, >50K
Age17-23, Private, Some-college,EduNum10, Divorced, Other-service, Own-child, White, Female,Hour21-35, United-States, <=50K
Age24-31, Federal-gov, HS-grad,EduNum9, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Local-gov, Some-college,EduNum10, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour51-70, United-States, >50K
Age17-23, Private, Some-college,EduNum10, Never-married, Prof-specialty, Unmarried, White, Female,Hour21-35, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Never-married, Machine-op-inspct, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, HS-grad,EduNum9, Never-married, Machine-op-inspct, Own-child, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Farming-fishing, Own-child, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, Some-college,EduNum10, Divorced, Other-service, Unmarried, White, Female,Hour51-70, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Wife, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Some-college,EduNum10, Widowed, Adm-clerical, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Transport-moving, Husband, Black, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Assoc-voc,EduNum11, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Divorced, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Assoc-acdm,EduNum12, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour21-35, United-States, <=50K
Age41-50, Self-emp-not-inc, 10th,EduNum6, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Craft-repair, Not-in-family, White, Male,Hour21-35, United-States, <=50K
Age51-60, Private, Masters,EduNum14, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, Some-college,EduNum10, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, ?, <=50K
Age41-50, Local-gov, Masters,EduNum14, Never-married, Prof-specialty, Not-in-family, White, Male,Hour21-35, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Divorced, Other-service, Unmarried, White, Female,Hour21-35, United-States, <=50K
Age32-40, Self-emp-inc, Some-college,EduNum10, Married-civ-spouse, Sales, Wife, White, Female,Hour36-50, United-States, <=50K
Age24-31, Self-emp-not-inc, Assoc-acdm,EduNum12, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, Iran, <=50K
Age51-60, Private, Some-college,EduNum10, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Self-emp-inc, HS-grad,EduNum9, Never-married, Other-service, Not-in-family, Black, Male,Hour36-50, United-States, >50K
Age51-60, Private, Assoc-acdm,EduNum12, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Divorced, Exec-managerial, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Private, Some-college,EduNum10, Never-married, Handlers-cleaners, Own-child, White, Male,Hour21-35, United-States, <=50K
Age17-23, Private, Bachelors,EduNum13, Never-married, Tech-support, Own-child, Black, Male,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Other-service, Own-child, White, Male,Hour21-35, United-States, <=50K
Age51-60, Self-emp-not-inc, Masters,EduNum14, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States, >50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Handlers-cleaners, Not-in-family, White, Male,Hour21-35, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Private, Bachelors,EduNum13, Never-married, Adm-clerical, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age41-50, Self-emp-inc, Masters,EduNum14, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Own-child, White, Female,Hour1-20, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, State-gov, Bachelors,EduNum13, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Own-child, White, Male,Hour1-20, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, 9th,EduNum5, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Assoc-acdm,EduNum12, Separated, Other-service, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age61-70, Self-emp-not-inc, Some-college,EduNum10, Widowed, Farming-fishing, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Some-college,EduNum10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Other-service, Husband, Black, Male,Hour21-35, United-States, <=50K
Age24-31, Self-emp-not-inc, Masters,EduNum14, Never-married, Prof-specialty, Own-child, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, 10th,EduNum6, Never-married, Handlers-cleaners, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Divorced, Tech-support, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Local-gov, Some-college,EduNum10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,Hour36-50, Guatemala, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,Hour21-35, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Adm-clerical, Own-child, Black, Female,Hour1-20, United-States, <=50K
Age17-23, ?, HS-grad,EduNum9, Never-married, ?, Own-child, White, Male,Hour51-70, United-States, <=50K
Age32-40, Private, 5th-6th,EduNum3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, Mexico, >50K
Age32-40, Local-gov, Bachelors,EduNum13, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age32-40, Local-gov, 11th,EduNum7, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour51-70, United-States, >50K
Age24-31, Private, Assoc-acdm,EduNum12, Never-married, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Assoc-acdm,EduNum12, Never-married, Exec-managerial, Own-child, Black, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Sales, Not-in-family, White, Female,Hour51-70, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Exec-managerial, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age32-40, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour21-35, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Sales, Own-child, White, Female,Hour1-20, Mexico, <=50K
Age24-31, Private, Some-college,EduNum10, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour1-20, United-States, >50K
Age17-23, Private, 11th,EduNum7, Never-married, Sales, Own-child, White, Female,Hour1-20, United-States, <=50K
Age51-60, Private, Assoc-voc,EduNum11, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Divorced, Sales, Own-child, White, Female,Hour21-35, United-States, <=50K
Age32-40, Private, 11th,EduNum7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, 5th-6th,EduNum3, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, Mexico, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, ?, HS-grad,EduNum9, Never-married, ?, Own-child, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Unmarried, Black, Female,Hour21-35, United-States, <=50K
Age51-60, Local-gov, Masters,EduNum14, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Federal-gov, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,Hour36-50, Iran, <=50K
Age24-31, Local-gov, HS-grad,EduNum9, Married-civ-spouse, Other-service, Wife, White, Female,Hour36-50, United-States, <=50K
Age61-70, ?, Some-college,EduNum10, Never-married, ?, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age24-31, Local-gov, Bachelors,EduNum13, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States, >50K
Age51-60, Private, Some-college,EduNum10, Never-married, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States, >50K
Age17-23, Private, HS-grad,EduNum9, Divorced, Priv-house-serv, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Masters,EduNum14, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Other-service, Wife, White, Female,Hour21-35, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Assoc-voc,EduNum11, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, 10th,EduNum6, Never-married, Other-service, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age17-23, ?, HS-grad,EduNum9, Never-married, ?, Other-relative, White, Male,Hour51-70, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Never-married, Adm-clerical, Own-child, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Never-married, Other-service, Unmarried, White, Male,Hour36-50, ?, <=50K
Age41-50, Private, 12th,EduNum8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, Some-college,EduNum10, Never-married, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Other-service, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age61-70, Self-emp-not-inc, Some-college,EduNum10, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour21-35, United-States, <=50K
Age41-50, Private, 10th,EduNum6, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age81-90, Private, HS-grad,EduNum9, Widowed, Protective-serv, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age51-60, Private, HS-grad,EduNum9, Separated, Other-service, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, 9th,EduNum5, Never-married, Other-service, Own-child, Black, Male,Hour1-20, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Masters,EduNum14, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour36-50, United-States, >50K
Age24-31, Local-gov, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Assoc-voc,EduNum11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Local-gov, Masters,EduNum14, Never-married, Prof-specialty, Not-in-family, White, Female,Hour51-70, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, Dominican-Republic, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Other-service, Wife, White, Female,Hour21-35, Mexico, <=50K
Age51-60, Private, HS-grad,EduNum9, Divorced, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States, >50K
Age61-70, Self-emp-not-inc, Prof-school,EduNum15, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, State-gov, Bachelors,EduNum13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Divorced, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Self-emp-inc, Bachelors,EduNum13, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, United-States, >50K
Age71-80, Private, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Hour51-70, United-States, >50K
Age32-40, Self-emp-not-inc, Some-college,EduNum10, Separated, Farming-fishing, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age51-60, Self-emp-not-inc, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States, <=50K
